Composition,Conductivity (S/cm),Temperature (degC),PO2 (%),PH2O (%),Grainsize,Ref,Carrier Type
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,8.56043866,202.3439113,21,0,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,8.123385828,195.2502891,21,0,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,7.706929995,188.3652721,21,0,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,7.56094803,181.6797918,21,0,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,7.170197805,175.1852977,21,0,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,6.798322272,168.8737213,21,0,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,6.55403005,162.737442,21,0,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,6.211680972,156.7692569,21,0,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,5.886051156,150.9623521,21,0,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,5.767775931,145.3102775,21,0,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,5.463502227,139.8069219,21,0,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,5.174384442,134.4464921,21,0,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,5.067776276,129.2234915,21,0,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,4.798001675,124.1327019,21,0,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,4.541814978,119.1691661,21,0,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,4.37176876,114.3281715,21,0,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,4.137104963,109.6052356,21,0,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,3.981012342,104.9960915,21,0,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,3.76621642,100.4966759,21,0,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,3.562469367,96.10311634,21,0,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,3.369312148,91.81172067,21,0,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,3.240371857,87.61896639,21,0,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,3.115954352,83.52149112,21,0,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,2.995927156,79.51608355,21,0,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,2.831979109,75.59967511,21,0,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,2.722210977,71.76933208,21,0,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,2.572639155,68.02224829,21,0,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,2.472324125,64.35687635,21,0,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,2.335936371,60.76834474,21,0,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,2.244322842,57.25535344,21,0,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,2.049742304,53.81554204,21,0,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,1.93602291,50.44664748,21,0,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,1.859506815,47.14649904,21,0,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,1.785811026,43.91301372,21,0,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,1.686207664,40.74419181,21,0,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,1.592000481,37.63811281,21,0,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,1.528463133,34.59293151,21,0,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,1.467320563,31.60687437,21,0,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,1.384929165,28.67823603,21,0,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,1.307056359,25.80537611,21,0,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,1.233450374,22.98671612,21,0,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,5.606827865,868.1877482,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,5.071870907,847.8249271,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,4.841921246,824.3334796,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,4.466759917,801.818087,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,4.217282237,773.1783106,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,3.953042872,752.6936253,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,3.846670797,746.0355847,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,3.618567396,739.4736757,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,3.447508651,720.2656588,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,3.293498867,698.7606359,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,3.073516874,683.956114,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,2.876130744,666.7877959,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,2.893348552,661.1952842,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,2.736436833,650.2161157,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,2.516216566,634.2187395,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,2.29988501,623.8609865,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,2.267899715,606.2909398,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,2.113352201,594.1522719,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,1.935948712,582.3515067,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,1.808183398,568.6020737,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,1.721713399,553.1117399,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,1.576169868,542.394651,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,1.44271293,531.9455857,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,1.362239632,523.7810047,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,1.369153672,519.7573687,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,1.280462389,505.9982083,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,1.32446851,505.9982083,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,1.197155634,492.7085101,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,1.097549546,481.6771114,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,1.040614541,470.9535178,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.951425013,462.2454617,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.969903154,460.5304085,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.88867307,450.3953283,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.831723049,437.313035,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.774715049,427.8052252,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.706269558,421.6084492,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.659099376,411.0226001,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.641362932,406.5832795,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.593231401,402.20121,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.53612057,390.7902423,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.498930983,382.4798112,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.487384069,375.7145721,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.474109624,371.7203848,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.440171234,365.1743109,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.425546327,365.1743109,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.389988987,356.2236638,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.361983876,349.9869733,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.34235167,342.6611893,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.332922867,339.0625283,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.317699508,336.6891805,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.309527633,331.9936173,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.300396652,329.671038,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.283995684,322.8126288,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.258564484,318.3275896,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.235834234,312.8162177,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.240748751,310.6382843,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.219558059,305.2686636,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.219963073,304.2039088,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.204000222,298.9514985,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.189181212,293.7906049,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.172483671,288.7251703,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.160211429,282.7624227,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.144103346,275.9649266,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.140289023,272.1552057,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.133586183,271.2117637,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.124040439,265.6131788,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.120945552,261.0368379,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.113426664,259.2263026,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.108550868,255.6446081,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.103879959,252.1107984,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.099240706,249.4906082,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.094650486,247.7573895,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.087848025,242.6287061,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.089344379,242.6287061,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.078816594,237.6026643,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.079072948,235.9472934,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.073020446,233.4855474,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.073255663,231.8592705,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.06890866,228.6353312,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.069238775,226.2436459,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.065022117,223.8746584,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.063933116,223.8746584,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.058134703,220.7515738,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.057340262,219.2034966,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.053107783,215.3790212,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.049184986,211.6111722,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.046467246,206.4346507,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.042371807,202.0842087,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.041850762,199.9384612,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.038576118,198.5201811,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.037518265,195.7067911,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.035717185,195.0070388,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.034305825,190.1773969,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.032205722,188.139753,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.030658933,187.4623963,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.028423051,183.4480129,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.02944255,182.7864367,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.025906563,179.5050681,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.025981237,178.2044904,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.023678932,174.3492321,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.022924754,173.7137503,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.020920737,169.31152,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.021307016,168.6902603,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.019388372,165.6061098,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.01911664,164.3860063,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.017942057,162.5666286,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.017690331,161.3614669,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.016625745,158.9729067,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.016139493,157.1981923,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.015188072,154.2737372,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.014071595,150.8150132,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.012783546,148.5407314,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.012265825,144.6184888,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.011332097,142.4100513,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.011157071,141.8602958,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.010320913,139.1399957,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.009734953,135.3899634,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.008853592,132.7519395,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.008349844,129.1167425,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.007465931,126.5604835,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
(La2O3)0.35(SrO)0.3(Cr2O3)0.25(Mn2O3)0.25,0.007732328,126.0534452,0,3,,https://doi.org/10.1016/j.ssi.2006.02.025,O+E
